lat;lon;slope_total_hujan_2021_2050;p_total_hujan_2021_2050;delta_total_hujan_2021_2050;slope_rx1day_2021_2050;p_rx1day_2021_2050;delta_rx1day_2021_2050;slope_rx5day_2021_2050;p_rx5day_2021_2050;delta_rx5day_2021_2050;slope_rx7day_2021_2050;p_rx7day_2021_2050;delta_rx7day_2021_2050;slope_rx10day_2021_2050;p_rx10day_2021_2050;delta_rx10day_2021_2050;slope_hari_hujan_1mm_2021_2050;p_hari_hujan_1mm_2021_2050;delta_hari_hujan_1mm_2021_2050;slope_hari_hujan_20mm_2021_2050;p_hari_hujan_20mm_2021_2050;delta_hari_hujan_20mm_2021_2050;slope_hari_hujan_50mm_2021_2050;p_hari_hujan_50mm_2021_2050;delta_hari_hujan_50mm_2021_2050;slope_hari_hujan_100mm_2021_2050;p_hari_hujan_100mm_2021_2050;delta_hari_hujan_100mm_2021_2050;slope_cwd_2021_2050;p_cwd_2021_2050;delta_cwd_2021_2050;slope_cdd_2021_2050;p_cdd_2021_2050;delta_cdd_2021_2050
-7.875;139.125;1.012295306;0.949956829;1298.9104;0.048372072;0.827148628;-6.32121;0.263439406;0.498130299;7.94243;0.537309375;0.257469706;24.94253;0.75487691;0.167482301;36.13819;-0.100556174;0.930212156;56;0.15839822;0.348333596;26;0.012235818;0.214109663;0;0;;0;0.001557286;0.997878709;19;0.117241379;0.664150274;-5
-7.875;139.375;0.567346229;0.971431636;1249.3522;0.089675563;0.659657132;-5.189724;0.208715444;0.560417606;14.03869;0.427216283;0.340565649;33.06047;0.620302863;0.237911828;33.46748;-0.088765295;0.938888391;56;0.115461624;0.473842493;23;0.008898776;0.228574291;0;0;;0;-0.453837597;0.424625214;18;0.113014461;0.676581853;-5
-7.875;139.625;-0.237110501;0.987246162;1116.5566;0.092586712;0.596794993;-4.309738;0.123611276;0.705215917;17.45876;0.203512295;0.621644807;32.57081;0.226463737;0.649732141;26.35919;-0.172413793;0.881237994;55;0.029810901;0.834240869;18;0.009566185;0.139857761;0;0;;0;-0.442936596;0.491345807;30;0.042046719;0.888603493;-5
-7.875;139.875;-0.933342514;0.944745789;971.9693;0.018707162;0.907604721;-6.686704;0.017718998;0.952583474;9.752524;0.004671295;0.989894876;25.26771;-0.068109262;0.884481481;24.59536;-0.293214683;0.800455174;48;-0.025361513;0.829472768;11;0.000667408;0.865940005;0;0;;0;-0.26028921;0.696462654;23;-0.100778643;0.756916851;-6
-7.875;140.125;-1.455570033;0.901772245;821.5949;-0.013443148;0.936057152;-6.863323;-0.05532734;0.837763541;11.436124;-0.192340637;0.554965307;17.351694;-0.24464125;0.573791281;24.23319;-0.337708565;0.773801399;49;-0.058286986;0.529817591;8;0.000667408;0.865940005;0;0;;0;-0.13948832;0.810468531;38;-0.049610679;0.89346157;-7
-7.875;140.375;-1.940281646;0.864735687;751.7224;0.001688079;0.993101323;-7.480537;-0.109259354;0.679112853;6.01745;-0.268148029;0.376893293;9.59163;-0.346780345;0.386735801;18.43211;-0.293437152;0.796756029;48;0.011790879;0.904001924;7;0.006451613;0.324700813;0;0;;0;-0.157953281;0.725959615;37;-0.009566185;0.980313094;-7
-7.875;140.625;-2.578138198;0.832539143;743.187;-0.040306148;0.86484144;-11.471731;-0.137671775;0.639866899;-5.80944;-0.249317715;0.439440539;-0.5566;-0.420429257;0.295462845;4.84701;-0.239822024;0.832729139;44;-0.090989989;0.458191449;3;0.004449388;0.551124497;0;0;;0;-0.408898776;0.312588378;20;0.006229143;0.98688119;-7
-7.875;140.875;-3.527941446;0.78162833;723.6884;-0.119258898;0.578439298;-14.241276;-0.247436809;0.387646911;-14.90352;-0.365284317;0.257804282;-0.72126;-0.574190185;0.16590241;0.74709;-0.357063404;0.749651202;36;-0.15083426;0.274557058;1;0.006451613;0.324700813;0;0;;0;-0.281201335;0.506394688;24;-0.013348165;0.971755389;-7
-7.875;141.125;-4.541621246;0.73167458;703.2937;-0.171887231;0.385567054;-15.57859;-0.353581678;0.200452551;-18.47591;-0.557178066;0.102482593;-6.39215;-0.704327782;0.114014793;2.32398;-0.411790879;0.714012076;36;-0.13592881;0.358627409;-2;0.006451613;0.324700813;0;0;;0;0.010901001;0.983285227;64;0.163292547;0.64801166;-6
-7.875;141.375;-5.630124049;0.682711357;679.4204;-0.200672813;0.2904643;-16.569523;-0.478564784;0.082526304;-21.31029;-0.717711614;0.050180626;-12.63113;-0.755713021;0.097343426;2.40862;-0.325250278;0.773352989;34;-0.079644049;0.590959643;2;-0.00378198;0.565985143;-1;0;;0;0.096774194;0.853049874;64;0.138598443;0.647926755;-10
-7.875;141.625;-6.688943915;0.639694023;651.9698;-0.238107426;0.219481288;-17.125748;-0.513112799;0.0604792;-23.77921;-0.762191577;0.04993279;-14.30296;-0.704870245;0.117132612;2.0005;-0.353503893;0.754990576;32;-0.092992214;0.571714765;1;-0.009343715;0.080477857;-1;0;;0;0.014238042;0.978198484;27;0.141490545;0.630129763;-8
-7.875;141.875;-7.764564917;0.59893472;613.202;-0.28101607;0.182103514;-17.33596;-0.505768619;0.066181248;-25.345414;-0.729313022;0.061102195;-13.96541;-0.699620601;0.136182782;0.26071;-0.349944383;0.757998955;34;-0.115684093;0.531865966;-2;-0.009343715;0.080477857;-1;0;;0;0.014015573;0.979021161;27;0.077641824;0.782536593;-8
-7.875;142.125;-8.473091457;0.573740507;568.4026;-0.290290434;0.190841065;-15.503162;-0.536409894;0.061904502;-23.874766;-0.691687515;0.092096319;-6.17101;-0.717400407;0.158355852;3.03231;-0.444493882;0.691829121;28;-0.106117909;0.581231129;1;-0.009343715;0.080477857;-1;0;;0;-0.296996663;0.577478651;0;0.083870968;0.766819912;-6
-7.875;142.375;-8.696652236;0.569367489;528.2384;-0.227011102;0.290380339;-10.380268;-0.53444141;0.082367994;-13.66667;-0.62783997;0.169849733;11.20404;-0.854137466;0.133846801;0.20542;-0.454505006;0.67816137;25;-0.187096774;0.34918564;-4;-0.009343715;0.080477857;-1;0;;0;-0.353503893;0.511862954;4;0.081646274;0.766988969;-4
-7.875;142.625;-9.106868565;0.560250154;482.1653;-0.151998337;0.467126713;-5.021993;-0.498751798;0.154123761;-2.11958;-0.670877938;0.199381606;24.69982;-1.048995568;0.114479845;-11.0602;-0.473637375;0.656783352;27;-0.21134594;0.299693616;-4;-0.009343715;0.080477857;-1;0;;0;-0.412903226;0.480131235;9;0.075862069;0.739144038;-4
-7.875;142.875;-10.33490258;0.547246784;450.4016;-0.038771829;0.863301829;0.468576;-0.613873291;0.166665017;-4.34595;-0.821057241;0.197672384;18.43102;-1.391110356;0.073436651;-20.83897;-0.439377086;0.668973788;27;-0.311012236;0.245722766;-9;0.006896552;0.291831739;0;0;;0;-0.214238042;0.711732736;9;-0.021802002;0.922658031;-5
-7.875;143.125;-12.42420963;0.529659658;414.8149;0.104484066;0.71569486;7.225253;-0.737702583;0.22579652;-19.18567;-0.879813606;0.280997501;9.47029;-1.717268405;0.079258898;-35.04217;-0.402669633;0.68492899;30;-0.330367075;0.439321176;-12;-0.002447164;0.838927727;0;0;;0;-0.185539488;0.764774505;9;0.012235818;0.945846562;-5
-7.875;143.375;-14.43408016;0.512125629;334.676;0.219904182;0.573227312;4.878963;-0.777723951;0.354379342;-33.79289;-0.935633829;0.377155321;-1.55414;-1.892183964;0.134934102;-53.44002;-0.460734149;0.631485213;32;-0.44894327;0.399107783;-7;-0.042046719;0.124363528;-2;0.009788654;0.066306118;0;-0.116573971;0.853730238;9;0.097664071;0.551832843;-5
-7.875;143.625;-16.06170986;0.502078034;194.5655;0.281139292;0.541877793;-3.200694;-0.736186029;0.469908253;-40.80125;-0.965324825;0.437285032;-10.24304;-1.754414516;0.259352634;-66.84037;-0.340823137;0.715940055;25;-0.427808676;0.489957288;-1;-0.076529477;0.045733113;-4;0.009788654;0.066306118;0;-0.080756396;0.899504218;20;0.092992214;0.575154814;-5
-7.875;143.875;-14.82942472;0.506222587;64.952;0.288418674;0.465569833;2.195936;-0.785970151;0.392594303;-34.49257;-1.010948783;0.369881335;-8.43898;-1.654341417;0.249567707;-59.02553;-0.270300334;0.763060708;28;-0.362847608;0.519329396;-10;-0.028476085;0.337752408;-1;0.00378198;0.334791408;0;-0.056062291;0.930591929;22;0.03003337;0.840459989;-5
-7.875;144.125;-10.85320683;0.534899622;22.3813;0.177240591;0.464269203;5.729048;-0.777786532;0.207960954;-18.77262;-0.934055918;0.210986978;2.52615;-1.639185671;0.072231659;-33.71594;-0.342380423;0.701123021;24;-0.353948832;0.275229321;-15;0.008898776;0.307992098;0;0;;0;-0.291212458;0.648403058;21;0.092324805;0.538837754;-5
-7.875;144.375;-8.554199733;0.560936249;-24.5272;0.037619285;0.837837904;-4.2987;-0.737961046;0.138700848;-10.6239;-0.99915925;0.074349576;7.39083;-1.453389275;0.026292949;-23.30047;-0.228698554;0.797981462;24;-0.254949944;0.20848978;-8;0.001779755;0.745796826;0;0;;0;-0.427363737;0.453730895;2;0.054505006;0.756353924;-5
-7.875;144.625;-7.917295195;0.565992835;-111.651;-0.039111162;0.83667016;-8.416156;-0.644781363;0.205365932;-9.90847;-0.849373375;0.127789487;6.83636;-1.205752053;0.054187246;-22.46635;-0.443159066;0.62902752;13;-0.225361513;0.21800394;-1;-0.004671858;0.477607663;-1;0;;0;-0.422914349;0.444857792;2;0.151946607;0.343119214;-6
-7.625;91.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;91.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;91.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;91.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;92.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;92.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;92.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;92.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;93.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;93.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;93.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;93.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;94.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;94.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;94.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;94.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;95.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;95.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;95.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;95.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;96.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;96.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;96.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;96.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;97.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;97.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;97.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;97.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;98.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;98.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;98.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;98.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;99.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;99.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;99.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;99.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;100.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;100.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;100.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;100.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;101.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;101.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;101.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;101.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;102.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;102.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;102.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;102.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;103.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;103.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;103.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;103.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;104.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;104.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;104.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;104.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;105.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;105.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;105.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;105.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;106.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;106.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;106.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;106.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;107.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;107.375;9.454586251;0.459667559;-63.3181;0.083894279;0.68473749;3.362182;-0.358735651;0.32444772;4.19552;0.074881184;0.855111683;20.33084;0.386782303;0.40934741;44.21946;0.529032258;0.573586255;11;0.133259177;0.549084577;-2;0.00378198;0.565985143;0;0;;0;0.699888765;0.169613959;-5;-0.026696329;0.952165052;-1
-7.625;107.625;9.067109232;0.453476031;-53.1702;0.151228096;0.490426358;6.06089;-0.170927196;0.597639504;9.26479;0.158379522;0.672770061;17.92022;0.43584719;0.323004125;24.93165;0.572636263;0.543443806;12;0.070745273;0.733082177;-10;0.010233593;0.16431352;1;0;;0;0.795328142;0.119288137;-4;0.038709677;0.926373038;-1
-7.625;107.875;9.906809121;0.464253291;-3.5876;0.08254104;0.709056349;12.922485;-0.398943517;0.326420423;14.79357;0.029986585;0.944252285;28.35099;0.107781551;0.83137547;29.37714;0.565294772;0.533623339;14;0.125695217;0.648090421;-8;0.005561735;0.496317154;1;0;;0;0.657174638;0.14250957;-4;0.165517241;0.6647645;-1
-7.625;108.125;12.11224721;0.481621101;86.6302;-0.333715878;0.221330106;8.651133;-0.7969317;0.18636241;16.23061;-0.72365238;0.28268897;4.26774;-0.765791657;0.352737861;21.3305;0.55839822;0.517249542;15;0.257619577;0.513868451;-1;-0.019132369;0.550397452;2;0;;0;0.742602892;0.091582458;-1;0.073414905;0.817299392;1
-7.625;108.375;12.90551286;0.483240632;134.4793;-0.484065737;0.129023044;8.204454;-0.845028594;0.231081675;16.55429;-0.796656024;0.303051002;11.98113;-1.031274801;0.278409454;11.67733;0.457842047;0.587357212;13;0.30189099;0.479590805;2;-0.011790879;0.782540472;3;0;;0;0.226918799;0.493280344;3;0.145050056;0.602755946;1
-7.625;108.625;11.98529152;0.480727354;131.0283;-0.520065362;0.090230282;13.65367;-1.302946774;0.039770556;0.54065;-0.70302622;0.302273026;13.15324;-1.041051911;0.224730063;27.34893;0.538375973;0.513329891;13;0.260956618;0.485229273;-1;-0.042269188;0.162549197;2;0;;0;0.48298109;0.201275489;5;0.043826474;0.87094168;1
-7.625;108.875;10.86499791;0.486425506;127.7979;-0.507391879;0.077901033;15.523844;-1.454246196;0.018542464;-22.74001;-0.764743034;0.218979389;3.99788;-1.000310538;0.195351928;34.91034;0.537263626;0.523966211;11;0.155728587;0.625862809;-9;-0.039377086;0.195502282;1;0;;0;0.447385984;0.236131972;6;0.060066741;0.863427702;1
-7.625;109.125;9.593383671;0.501636356;134.9091;-0.565422884;0.043681062;9.40083;-1.509719759;0.016286235;2.98874;-0.8501019;0.158548;21.40546;-1.039131864;0.173766912;51.6499;0.504783092;0.548936676;11;0.145939933;0.613440006;-2;-0.080088988;0.010117298;0;0;;0;0.406006674;0.286421127;14;0.097441602;0.793933118;2
-7.625;109.375;8.10272703;0.518448119;118.3073;-0.527687866;0.046101276;-1.488025;-1.224469076;0.050063798;28.56366;-0.508318547;0.383020507;39.60615;-0.676852632;0.383130375;60.79394;0.611568409;0.470121203;20;0.048275862;0.850371622;-6;-0.044493882;0.129360477;1;0;;0;0.584427141;0.099807426;6;0.026696329;0.945316391;-5
-7.625;109.625;6.428948921;0.538635898;71.2575;-0.252806903;0.339134566;2.798234;-0.626508526;0.26346903;39.00736;0.222489362;0.687005792;36.43085;0.209144572;0.777387715;55.82748;0.680311457;0.410851407;19;-0.036040044;0.866897461;-6;-0.034482759;0.137605043;0;0;;0;0.76996663;0.030533467;3;0.023804227;0.952254528;-5
-7.625;109.875;5.748440156;0.515439098;49.4966;-0.001843888;0.99479704;5.9307;-0.326277591;0.533968344;35.37415;0.579130888;0.31353858;32.24493;0.768299633;0.240894416;49.05423;0.836929922;0.304692752;24;-0.024026696;0.896655101;-1;-0.016240267;0.42844566;0;0;;0;0.390878754;0.336961774;3;-0.189321468;0.683013334;-5
-7.625;110.125;5.899882269;0.444360816;55.2529;0.134811774;0.645947558;6.16362;-0.09207971;0.85479691;30.5529;0.787066466;0.177281215;27.53103;0.933917746;0.131717018;41.68621;0.790433815;0.327243202;27;0.07919911;0.544108487;0;0.006006674;0.720781193;0;0.005561735;0.151899828;0;0.289877642;0.476103875;0;-0.279644049;0.550210671;-6
-7.625;110.375;5.996254483;0.390137603;57.2718;0.267744704;0.366546161;8.19179;0.080813211;0.864132953;26.88441;0.903891526;0.128379319;23.88129;1.096478113;0.081298714;35.97154;0.775083426;0.337774002;31;0.060956618;0.567774805;-1;0.015572859;0.229697465;0;0.005561735;0.151899828;0;0.582424917;0.19661692;6;-0.238487208;0.612688522;-7
-7.625;110.625;5.976811991;0.364557404;56.0688;0.350908218;0.239092253;11.663574;0.11104176;0.815132665;24.68245;0.946794771;0.123211505;27.85472;1.124213502;0.087542111;32.76736;0.651835373;0.409977721;25;0.085428254;0.450681893;-1;0.013125695;0.320051721;0;0.005561735;0.151899828;0;0.560622914;0.224424438;5;-0.18131257;0.698464248;-7
-7.625;110.875;5.853823582;0.349346607;56.8637;0.393338445;0.186293295;13.311314;0.007863628;0.987218936;24.7755;0.894117675;0.166650387;28.87915;1.050919479;0.125990272;36.52791;0.5243604;0.48179435;15;0.059399333;0.562825461;-1;0.014238042;0.285155289;0;0.005561735;0.151899828;0;0.338375973;0.289899422;5;-0.310122358;0.526878822;-7
-7.625;111.125;5.500173927;0.358109678;64.1455;0.378162637;0.199923648;12.9465;-0.195571995;0.709794282;26.26006;0.575611284;0.399641424;23.75514;0.77426937;0.273722187;36.94127;0.565739711;0.397734615;14;0.083870968;0.398268942;3;0.010456062;0.381995237;1;0.005561735;0.151899828;0;0.345717464;0.21217449;0;-0.383759733;0.4750926;-5
-7.625;111.375;5.19795911;0.403882603;95.3525;0.361779949;0.227121683;11.78084;-0.322932458;0.561460525;20.53285;0.322552918;0.659974638;14.14076;0.580791909;0.453213203;31.02022;0.477864294;0.470471505;13;0.088097887;0.407965653;1;0.016462736;0.156820355;1;0.005561735;0.151899828;0;0.283648498;0.368123009;-1;-0.005784205;0.991968434;-5
-7.625;111.625;5.488262091;0.426379394;134.1074;0.411122674;0.209845065;11.553375;-0.302512901;0.618842543;13.86194;0.334625867;0.686528251;9.29094;0.613825584;0.49135919;19.28964;0.474972191;0.489809614;22;0.097886541;0.44130461;-1;0.013793103;0.252561975;1;0.005561735;0.151899828;0;0.265183537;0.389449093;7;0.067185762;0.90168828;-5
-7.625;111.875;5.271587875;0.469659702;169.9527;0.423839549;0.204245965;14.152191;-0.300399694;0.626445406;2.814944;0.371120739;0.661247235;9.20209;0.796650082;0.386032631;24.04106;0.472302558;0.484652796;26;0.000889878;0.994803132;-8;0.017797553;0.184240084;1;0.005561735;0.151899828;0;0.1810901;0.492547307;14;0.066963293;0.902846449;-5
-7.625;112.125;4.605631591;0.53205466;196.3368;0.411959729;0.177419712;14.688045;-0.142784606;0.805052575;3.17275;0.580048741;0.462704935;14.28628;1.112460031;0.192195173;37.24659;0.495439377;0.476770246;33;-0.022914349;0.864831255;-3;0.017575083;0.187966573;1;0.005561735;0.151899828;0;0.152169077;0.53567467;14;0.027586207;0.958621889;-5
-7.625;112.375;4.310152681;0.576549044;236.6072;0.396431037;0.164556714;13.256313;-0.060899119;0.914303328;1.85306;0.614168491;0.425708261;12.4171;1.228529519;0.144503747;32.68095;0.538820912;0.444034816;42;-0.000667408;0.99646525;0;0.01512792;0.334791408;1;0.005561735;0.151899828;0;0.225806452;0.298233294;15;0.046051168;0.930078282;-5
-7.625;112.625;4.440163804;0.59239988;284.868;0.32170477;0.232156861;11.259757;-0.013292235;0.980682178;0.4926;0.640166036;0.384720532;6.44429;1.311340814;0.116205901;32.32228;0.548387097;0.433461286;43;-0.001112347;0.994320219;1;0.011790879;0.479774049;2;0;;0;0.057397108;0.817947018;-6;-0.042046719;0.941927828;-9
-7.625;112.875;4.210327764;0.609673246;291.4325;0.237836149;0.338207458;9.518143;-0.022508459;0.964995504;-3.78456;0.603062198;0.378632375;0.66972;1.276851319;0.10446515;32.33925;0.432258065;0.551504611;40;0.001779755;0.990488717;3;0.014238042;0.330556659;2;0;;0;0.070077864;0.821411587;-6;0.152169077;0.801418733;-9
-7.625;113.125;3.608303226;0.632335965;265.461;0.14525483;0.508080391;6.838938;-0.051802373;0.912488033;-7.40895;0.473322833;0.452327426;-4.85209;1.058027824;0.139680872;23.05387;0.403337041;0.575309877;38;0.04916574;0.698543864;3;0.006006674;0.581108697;0;0;;0;0.048053393;0.900878566;-6;-0.119243604;0.852690801;-21
-7.625;113.375;3.295279422;0.670033383;272.8168;-0.035291059;0.866076284;3.524014;-0.206290476;0.667439594;-11.86233;0.266813207;0.665938735;-11.74263;0.8455562;0.229568317;14.3302;0.35105673;0.625551997;39;0.028253615;0.820806272;4;0.002224694;0.843609137;0;0;;0;0.111234705;0.785719729;-6;-0.110122358;0.868341221;-21
-7.625;113.625;3.269788432;0.715156072;321.2172;-0.294206366;0.194067157;0.79702;-0.466543065;0.402940786;-18.68706;0.073110158;0.911586172;-16.20776;0.76247093;0.314538758;13.88585;0.393993326;0.592874808;39;0.052280311;0.759423521;7;-0.00378198;0.810331015;0;0;;0;0.103448276;0.803230737;-5;-0.169299221;0.802648326;-21
-7.625;113.875;3.13955891;0.720664739;323.4609;-0.410908894;0.066383087;-2.218372;-0.428254513;0.446665657;-21.73645;0.099953028;0.877600487;-16.40337;0.633524972;0.407777664;17.10631;0.45272525;0.53793193;40;0.074527253;0.666363866;11;-0.004671858;0.750483129;0;0;;0;0.076529477;0.821996068;-5;-0.084760845;0.919781983;-28
-7.625;114.125;3.513385651;0.59974057;279.3845;-0.184266696;0.293912525;-0.975567;-0.162950137;0.699331738;-14.9703;0.198983634;0.69468358;-8.72002;0.638165339;0.305198877;17.966;0.269410456;0.683703221;30;0.063181313;0.617414425;11;-0.008008899;0.137037458;0;0;;0;-0.092324805;0.795263323;-13;-0.020689655;0.980281014;-21
-7.625;114.375;3.840755862;0.545822123;296.0265;-0.091910699;0.566186532;0.767651;-0.116827481;0.743985712;-11.65048;0.25052179;0.57692096;-4.25673;0.619153614;0.275727542;21.9492;0.438487208;0.546200844;39;0.057842047;0.557158091;4;0;;0;0;;0;-0.019799778;0.952790869;-5;-0.119021135;0.889189079;-25
-7.625;114.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;114.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;115.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;115.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;115.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;115.875;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;116.125;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;116.375;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
-7.625;116.625;0;;0;;;;;;;;;;;;;0;;0;0;;0;0;;0;0;;0;0;;0;0;;0
