Tanggal Posting;Nama Tampilan;Username;Teks Tweet;Retweets;Likes;Total Interaksi
19/12/2023;@kalembgtt;@kalembgtt;MasyaAllah panas banget Jakarta, ini udahan musim ujannya? :((. Keknya kiamat emg dh dket;0;3;3
19/12/2023;DOGSHIT;@AdamSyahputraAS;Jakarta panas banget anjing, ga normal nih kota, musim ujan padahal;1;0;1
19/12/2023;kiroi ও;@cowgimyun;jakarta panas banget dah sumpah;0;1;1
19/12/2023;the alphabet mafia;@yeebacot_;nih jakarta doang yang PANAS JAHANAM gini atau ditempat lain juga sih? ASLI PANAS BANGET BRENGSEK.  Ga ngotak ini panas nya.;1;0;1
19/12/2023;Pradityo Agustian.;@suareminisensi;ㅤ ㅤ Winter di Jakarta tahun ini kerasa panas banget, ya. Biasanya enggak gini. ㅤ ㅤ;0;0;0
19/12/2023;ꜰɪᴛʀɪʜॱଳ͘ | ARIRANG;@yoo1taekoo_;kenapa jakarta panas banget;0;0;0
19/12/2023;helena ²³;@hellrrari;jakarta panas banget anjeng;0;0;0
19/12/2023;Renbul;@foxevol;Dimana mana dingin tapi di Jakarta panas banget  sangat tidak relate sm bubble2 anak dream. Jakarta malem aja masih panas banget;0;0;0
19/12/2023;aw~;@cknspcy__;huah jakarta panas banget ih;0;0;0
19/12/2023;anny;@mybabyIAN_;Panas banget jakarta euyy;0;0;0
19/12/2023;—;@sekarlzn;Njir bogor beda banget sm jakarta, td siang panas banget di monas sekarang adem banget di kebun raya;0;0;0
19/12/2023;r★;@staelight;asli edan solo tuh panas banget ya kayak jakarta tapi panas nya tuh enggak sumpek, udara nya bersih gitu;0;0;0
19/12/2023;tobias;@mmyissue;istighfar jakarta panas banget;0;0;0
20/12/2023;رجلbekasi-online.com™;@dikrizal;Panas banget Jakarta! Apa gegara syahadat 2 jari?! Ah dasar jahannam! Gak tahu apa meledek syariat ibadah agama termasuk salah satu penyebab datangnya AZAB?!! Menteri TOLOL!;10;22;32
20/12/2023;Lala;@bluberriela;woy ini panas banget gila JAKARTA;0;3;3
20/12/2023;Leonardo Juan;@leonardojuancp;apakah jakarta harus ada joyland lagi supaya diguyur hujan brutal soalnya ini PANAS BANGET BUSETTTT;0;2;2
20/12/2023;Adam, 陈;@perpetuiitas;⠀ ⠀ Btw ini Jakarta panas banget ya allah uda bener gue di Boston aja. ⠀ ⠀;2;0;2
20/12/2023;티 (Tys);@chatea_;Jakarta panas banget agak mau nangis sedikit;0;2;2
20/12/2023;Abe;@jeebuz13;Ajg panas banget cok ini jakarta Manapula sutingan di outdoor;0;2;2
20/12/2023;naje gak mau pkl.;@mtklanjutan;ini yang cemburu siapa, jakarta jadi panas banget;1;0;1
20/12/2023;Syauqi;@bruanggatu;KENAPA JAKARTA PANAS BANGET ADUH HARUSNYA AKU BEKEL CUACANYA HANOI KE SINI;0;1;1
20/12/2023;fab;@suohzx;jakarta panas banget anj;0;1;1
20/12/2023;PaysPateh;@LatihSuara;Panas banget jakarta;0;0;0
20/12/2023;rin ⍤;@hardtoloveh;PANAS BANGET JAKARTA;0;0;0
20/12/2023;seenderella;@strawwrrberry;Jakarta panas banget gila mpe pusing;0;0;0
20/12/2023;Saniii;@rwsani_;Panas banget ini jakarta, lebih panas dari drama yg lewat di TL gua;0;0;0
20/12/2023;M Itqonul Ilmi;@itqonulilmi;Panas banget jakarta :'(;0;0;0
20/12/2023;風;@ksatriakoala;Jakarta panas banget hari ini. Sejauh mata memandang ga ada awan sama sekali. Air di tumbler jadi air panas karena ditinggal di motor.;0;0;0
20/12/2023;BOBBBABLE;@bobbbable;tadi di jalan udh bodo amat mau nyenggol movie atau motor. yg penting gue pengen cepet-cepet pulang, panas banget yaallah jakarta;0;0;0
20/12/2023;Heru;@pupupunz;Warga Jakarta dikasih cuaca panas ngeluh kepanasan, pas dikasih ujan dikit malah banjir, ngeluh lagi, sian bat warga ibukota;0;0;0
20/12/2023;y u l i;@ayoitsyuli;cok jakarta panas banget cokk;0;0;0
20/12/2023;Jimmy | Spesialis Asuransi;@jimjeremyyy;Jakarta panas banget siang ini. Kek nusuk2 panasnya   Salut sama orang2 yg bawa motor, tp ga pake sarung tangan.;0;0;0
20/12/2023;Puckerman;@jxdsxjxd;Gila 2 hari terakhir ini panas banget Jakarta;0;0;0
20/12/2023;K'Dwi Tukang Cerita;@DongengDwi;Wadaw, siang ini cuaca panas banget dah di Jakarta. Sambil ngadem di Musholla, gw mau ngetweet ttg PKS di tempat gw tinggal ya. #PKSpembelarakyat;0;0;0
20/12/2023;downey¹⁶;@urdrewy;aku akn milih presiden klo di misinya ada pemasangan terpal utk sluruh Indonesia krnaa jakarta panas banget;0;0;0
20/12/2023;Muhammad Fikry Noviansyah;@Encanggg;Jakarta macetnya gokil sih, jam 4 juga masih panas banget dah tadi.;0;0;0
20/12/2023;Krisan;@0fckgiven;Panas banget ini Jakarta. Untung udah di dalem.;0;0;0
21/12/2023;@kookiesales;@kookiesales;selamat pagi JAKARTA PANAS BANGET ANJGGGGGGGGG;1;3;4
21/12/2023;magic;@tobeliaa;thankyou loh jakarta seminggu ini kamu panas banget banget banget, diluar juga terik banget sampe bikin gua dehidrasi, pusing kleyengan, badan anget.;0;1;1
21/12/2023;nadh;@badyanzhe;jakarta panas banget edan???;0;0;0
21/12/2023;lebah ganteng;@vozmvys;Jakarta ko lagi panas banget ya;0;0;0
21/12/2023;𝄢 inactive;@fallingfeattaka;Jakarta panas banget woy gue jalan kaki megang hp terus hp gue langsung overheat fck climate chang anjingggg;0;0;0
21/12/2023;king neyoo;@sekrnerro;jakarta panas banget sih setan;0;0;0
21/12/2023;Eric;@kethericstorm;Jakarta panas banget ya hari ini hhhh;0;0;0
21/12/2023;Terlalu Baik Untuk Kamu;@ajengaryanti;Ingin healing menghindari macet Jakarta malah kena macet di manamana selama di Bali wowkwowkwo.... mana gerah bangaatt ya Allah. Berujung ngedokem doang di Rumah Momo sambil baca buku;0;0;0
21/12/2023;Alden Kentaro.;@rukakwa;gila ya, panas banget jakarta;0;0;0
21/12/2023;putra;@putratheworld;jakarta seminggu ini PANAS BANGET ya;0;0;0
21/12/2023;ㄷㄴㄹ;@jeonghandwaeyo;gw sejujurnya males bgt tp ini SUPER PANAS JAKARTA PANAS BANGET GW GA SANGGUP;0;0;0
21/12/2023;mell;@melkiejun;Buset jakarta panas banget bjir;0;0;0
22/12/2023;Lune Noire;@ssouslesoleil;Gue dari Lombok ke Jakarta keluar bandara langsung ngiingggg panas banget dikulit nusuk banget panas Jakarta tu, apalagi ini dah;4;300;304
22/12/2023;Ans!;@ekyezhed;Di Jakarta jam segini mandi, tapi habis mandi masih gerah aja;0;1;1
22/12/2023;idkkkkkk;@CluelessMF_;jakarta gak jelas panas banget sumpah;0;0;0
22/12/2023;didi ♡s love you teacher;@jaemlegyu;twice keluar pesawat di jakarta lgsg buru2 copot jaket smua ggr PANAS GERAH BGT DISINI BJIR;0;0;0
23/12/2023;Say So;@abang_gembull;Mau balik lagi ke Bandung, jakarta panas banget;0;9;9
23/12/2023;Mick;@pppootato;jakarta panas banget buset;0;5;5
23/12/2023;aloysius anandhito tyasmoro;@dhitoteee;Rekap  @JYPETWICE  #READYTOBE_IN_JAKARTA Chaeyoung, Mina , Sana, Momo unreal beauty 3mix = Xavi-Iniesta-Busquets  Tzuyu diem aja cakep  Dahyun pure entertainer, trus lucu banget merah kayak kepiting rebus karena panas banget jakarta dari siang astagahhh Aku cinta Twice Sekian.;0;2;2
23/12/2023;dwiia;@aiduweyy;bandungg dah serasa jakarta inimah panas banget;0;1;1
23/12/2023;&&&;@du2gong0;panas banget jakarta ya allah gusti;0;1;1
23/12/2023;𝒞;@quackloe;jakarta panas banget ampun;1;0;1
23/12/2023;Buka mata & telingamu.;@Fujiiyaaama;Sengaja banget bikin suhu panas. Padahal biasanya udah ujan2.. Biar apa?? Biar bisa bilang global werming, naikin issue climate change..  Ngeselin emg. Mendung2 juga kaga hujan, panas bae... Kalo aja ada Doraemon, gw bikin salju di Jakarta. Panasnya hih!!;0;0;0
23/12/2023;mell;@melkiejun;Jakarta ya Tuhan panas banget;0;0;0
23/12/2023;MizuD3;@mizu_d3;WOIII JAKARTA UTARA!! PANAS BANGET ANJAY;0;0;0
23/12/2023;Rest area;@Sanakerta;Jakarta panas banget ya Allah gakuaatttt  untung gueh bawa baju ganti;0;0;0
23/12/2023;wirani;@peekachips;Jakarta panas banget Tuhan;0;0;0
23/12/2023;s/enna;@bibadubidoe;PANAS BANGET JAKARTA HELLO;0;0;0
23/12/2023;锟's 云 °✧*̣̩⋆゜;@popmienaa;Panas banget jakarta astaghfirrrrr;0;0;0
23/12/2023;garu ( ❛ᴥ❛ ).☆*:･;@granolish;jakarta panas banget astaga;0;0;0
23/12/2023;Jimi Hujaemi;@hujaemi;Jakarta İnternational Stadium panas banget;0;0;0
23/12/2023;Tarra;@tarsouthnout;Konon katanya setengah dari penduduk Jakarta ngomong gini : '(kata kasar) panas banget (kata kasar)' Contohnya :;0;0;0
23/12/2023;cha || Rest;@icydk13;Jakarta dikutuk apa ya, panas banget ampun dah;0;0;0
23/12/2023;kayyie;@dimzumm;i love jakarta TAPI LO PANAS BANGET BABI;0;0;0
23/12/2023;Astarion's Juice Box;@Atikribo;Dari kemaren di jakarta panas banget kayak sarden kering pulang bandung ujan huhuhu happy gw;0;0;0
23/12/2023;difs;@shuaragyundang;YAALLAH JAKARTA PANAS BANGET GUE GAKUAT;0;0;0
23/12/2023;Angga Ariska;@anggaarsk;Hampir setengah 4 pagi jakarta lagi panas banget;0;0;0
24/12/2023;Kumo;@KumoIshigawa;Jakarta kenapa panas banget woeeehhh;0;3;3
24/12/2023;feI Iee;@sotoberkuah;jakarta panas banget yak;0;1;1
24/12/2023;july;@harutourly;Jakarta jck, panas banget najiezzz;0;0;0
24/12/2023;kai 𖤓𖥔☪︎ (ia);@custodialynx;Panas banget jakarta;0;0;0
24/12/2023;cita-cita punya;@mazdakosongdua;Mandi tidak akan merubah kenyataan bahwasannya Jakarta panas banget buseeeeetttttttttttttt;0;0;0
24/12/2023;Ge OFF;@overloxrd;Sumpah Jakarta kenapa panas banget sih..;0;0;0
24/12/2023;tuy;@ghostedeaf;jakarta emang panas banget kah;0;0;0
24/12/2023;The Georgia Peach;@georgalaxy;Engga di Jakarta, engga di Bekashii, engga di Jawa, kenapa aku tuch kegerahan keringetan terus-menerus?!?!  Ini emang cuacanya yang super duper fuanas gerah? Atau akunyanya yang hot?!?!;0;0;0
24/12/2023;hayan;@cerebleum;Jakarta ngapa panas banget ya allah. Udh berapa hari ini ac kamar kayak ga ada rasanya saking panasnnya ni udara;0;0;0
24/12/2023;Catch Riel Bjir's Eye || KIA.;@pacalminaa;twice klo punya twitter sendiri pasti skrg lagi misuh' 'anjrit, Jakarta panas banget, di Korea tdk begitu.' 'panas bgt bjir, simulasi neraka beneran.';0;0;0
24/12/2023;aྀིྀི;@_2pluviophile;jakarta panas banget ya allah;0;0;0
24/12/2023;Pocky;@yyeinnn;UDAH JAM 7 TAPI KENAPA MASIH PANAS BANGET GUE BELOM MAU NGIDUPIN AC YATUHAN JAKARTA TOLONGGGG;0;0;0
24/12/2023;Hage;@koko_hage;Panas banget, Jakarta. Halo BMKG, Ini musim hujannya dibatalin apa gimana?;0;0;0
24/12/2023;𝒞;@quackloe;wow panas banget wow huh hah kok orang jakarta pada tahan sih;0;0;0
24/12/2023;Dayat;@muhhdayat;ini emang jakarta yang lagi panas banget, apa perasaan gue doang ya;0;0;0
25/12/2023;@drearylunette;@drearylunette;Jgn pake parfum nuansa woody, spicy, amber, vanilla, aromatic di saat cuaca panas atau spring/summer. Contoh plg lazim pake Baccarat Rouge 540 Maison Francis Kurkdjian di area outdoor Jakarta saat panas terik. Auto bikin mual. Next levelnya adlh pake parfum yg ga sesuai occasion;0;19;19
25/12/2023;synaptic stimuli;@lindaraharja;panas banget jakarta, pengen punya duit 7 triliyun;1;3;4
25/12/2023;geoffrey.;@geosaurrs;gerah banget anjritttt jakarta hujan angin sampe banjir dong plis banget ini mah;1;0;1
25/12/2023;isaaa꣑ৎ;@doyoungdotcom;ini desember kan??? PANAS BANGET GILAAA, Jakarta ga ujan-ujan;0;0;0
25/12/2023;Laura;@laurakendelle;gerah bgt jakarta mau ke swiss aja;0;0;0
25/12/2023;Jar.;@pismool;Jakarta panas banget;0;0;0
25/12/2023;fir.;@inseupirits;Di jakarta tangerang enak bgt hujannnn ini di Jawa kering kerontang panas banget gilaaaaa;0;0;0
25/12/2023;J A R A;@nengjara;Kemarin di jakarta panas banget gaada hujan. Pulang ke kuningan malah hujan mulu;0;0;0
25/12/2023;indahni;@sayangmtk;Vibe natalan di Jakarta panas banget tapi seru;0;0;0
26/12/2023;rnf;@jnknayeon;Katanya panas banget jakarta yaaah tapi tetep petakilan wkwkwk  @JYPETWICE;0;0;0
26/12/2023;✧;@cscwjh;panas thai beda sm panas jakarta JIR PANAS GERAH BGT;0;0;0
26/12/2023;sasha;@nevuvillette;aduh mau balik ke kos di jakarta panas banget i need neuvillette agar menangis sepanjang hari;0;0;0
27/12/2023;⊹ ࣪ ˖;@violeterritory;Ga capek2 gw blg jakarta GERAH BGT;0;0;0
27/12/2023;Epika;@refikaa;Gerah banget Jakarta, ga sanggup dengan rambut super banyak ini;0;0;0
27/12/2023;Takeru;@Honey_Bears27;Jakarta juga ujan tapi gerah banget ujan nanggung gitu;0;0;0
27/12/2023;Es Kopi;@americanocold;Jakarta pagi-pagi aja udh gerah ya;0;0;0
28/12/2023;la muak;@sedihyeah;jakarta mataharinya 10 anjir, panas banget sumpah;0;1;1
28/12/2023;Rama;@penyukalapis;Jakarta panas banget;0;1;1
28/12/2023;zie;@zibylyn;JAKARTA PANAS BANGET YA ALLAH, malang ditinggal kok malah ujan mulu yhhh;0;0;0
28/12/2023;prici;@siahahahan;Panas banget jakarta astaga;0;0;0
28/12/2023;♡;@ilydohwa;jakarta gerah banget fakkk;0;0;0
28/12/2023;KPOP WORLD INA;@kpopers_family;Mulai dari Set Me Free, I Can't Stop Me, Go Hard sampai  Doughnut dan Perfect World.  Meski mereka bilang suasana Jakarta panas banget, Jihyo dan kawan-kawan tetep tampil maksimal buat menghibur kita-kita.  @mecimapro  #READYTOBE_IN_JKT;0;0;0
28/12/2023;rima;@rimaribudolar;jakarta panas BANGET;0;0;0
28/12/2023;nabee ʚїɞ;@damgildaero;kemaren garut air nya kyk air jakarta, mandi pun gerah lagi.. skrg mah dingin bgt kek es jdi males mandi;0;0;0
28/12/2023;izabella bagi;@izzarizwanaa;Good lord thank you LRT kosong dan dingin  Jakarta panas banget faaaaakkkk;0;0;0
29/12/2023;yiiinnnn;@vouismeyouzz;demi apapun jakarta PANAS BANGET.;0;6;6
29/12/2023;Wan;@1kabyddad;JAKARTA KNP GERAH BGT???;0;2;2
29/12/2023;Din | Bismillah Nissan Stadium 2026;@shimshimsalabim;PANAS BANGET JAKARTA ANJIR PENGEN BALIK KE BANGKOK AJA;0;0;0
29/12/2023;Dwita S Tarigan;@DwitaTarigan;Jakarta gerah bgt;0;0;0
29/12/2023;光;@kazukha;Jakarta sekali aja turun salju plis gerah amat;0;0;0
29/12/2023;vriendelijkheid;@medoyssa;JAKARTA PANAS BANGET MONYET;0;0;0
29/12/2023;titqqq;@jeffjjen;YAALLAH DEMI JAKARTA PANAS BANGET;0;0;0
29/12/2023;shaan;@nattawattf;jakarta panas banget anjir!?!???;0;0;0
29/12/2023;marrzaqss;@bornint0life;semarang panas banget tapi lebih panas jakarta dengan polusinya;0;0;0
30/12/2023;Meow.;@d1e4notherday;buset jakarta gw udh pake ac 2 aja masih gerah bngt;0;1;1
30/12/2023;benetito;@beeennn_dswrt;Jakarta gerah bangey monyet;0;0;0
30/12/2023;ayi;@kitteeunn;aku ini salah gak ya pake leather jaket SIANG SIANG semoga Jakarta panasnya sewajarnya YA ALLAH blm nyampe tujuan aja gw udah GERAH BANGET;0;0;0
30/12/2023;.𖥔 ݁ ˖;@intrerlude;panas banget jakarta bangsaaaaat;0;0;0
30/12/2023;kodokzuma;@bohlamdunia;Kagak kebayang kenapa orang jakarta pada masih hidup dengan cuaca panas kaya begini;0;0;0
30/12/2023;J;@scottplang;Bandung ujan terus, kenapa jakarta panas BANGET;0;0;0
30/12/2023;@sqrkastis;@sqrkastis;jakarta gerah bgt;0;0;0
30/12/2023;𝐫𝐞𝐫𝐞𝐞 ۶ৎ⭑;@iam_rreyjw;plsss cuaca di jakarta tuh lagi panas banget trus kadang tuh adem jadi cuaca nya ga bagus bikin sakitt, plss stay healthy yaa di indo  @ENHYPEN_members;0;0;0
30/12/2023;Yellow`23;@renjunilovuxoxo;Jakarta panas banget hiks  apa karna kebiasa dingin kali ya;0;0;0
31/12/2023;SUROBOYOFESS;@sbyfess;-rek sebagai orang Jakarta, Surabaya walapun panass poll dan Teriknya lebih nyengat dari Jakarta tapi nggk bikin gerah yah wkwkwk.    Gw iseng aja jalan kaki di trotoar sekitaran Tunjungan lah, lalu gw capek ngadem dulu sebentar panasnya langsung hilang.    Sama kalo  (cont..);15;48;63
31/12/2023;SUROBOYOFESS;@sbyfess;malem itu nggk bikin gerah juga dan enak aja gitu di kulit.  Mungkin plus nih bagi gw buat Surabaya yang kelembapanya nggk setinggi di Jakarta.;0;6;6
31/12/2023;naoya;@aenovaya;klo jakarta hujan udah harus siapsiap banjir nih, pantesan td di pik panas banget;0;0;0
31/12/2023;Hayo Siapa;@phiakusuma;@KAI121  min, AC Bangunkarta Eks 4 keberangkatan dr Jombang - Jakarta hari ini ga dingin. Jd di dalem gerbong gerah bgt. Boleh dikecilin temperatur ACnya biar lebih sejuk? Makasih, min.;0;0;0
31/12/2023;@sunxshiinee;@sunxshiinee;PANAS BANGET KOTA PADANG INI YAALLAH TOLONG BANTU AKU CEEPT WISUDA BIAR CEPET PINDAH KE BANDUNG/BOGOR/JAKARTA YA ALLAH SEENGGANYA PANASNYA GA KAYA DI PADANV YANG PANAS BANGET INI;0;0;0
01/01/2024;Luno;@Luno0_;Mudik ke jakarta, hawanya panas banget. Padahal belom lama tinggal di depok;0;6;6
01/01/2024;EL;@riza_elrafiq;Rekam jejak membuktikan mngkin maksd dia upah minimum di jakarta terus naik bahkan di era covid sklipun, sampe pengusaha2 gerah dan diajak bicara sma anies dan akhirnya mrk stuju dgn kebijakan anies;0;0;0
01/01/2024;danielnielnielniel;@mtchgrntt;Yes kamis gua otw jakarta, dadah surabaya yang panas banget ini, gua mau merasakan panasnya jakarta yang masih bisa di tolerir;0;0;0
01/01/2024;wly.;@pollutedoxygen;jakarta gerah bgt bgsttt;0;0;0
02/01/2024;nopinop;@uyuhanniee;Panas banget :);0;0;0
02/01/2024;Agi Barbershop;@raincityfinest;Jakarta kalo ujan juga masih gerah;0;0;0
02/01/2024;MedeiaBelliard;@medeiaiaros;@CommuterLine  min kereta 1161B Bogor-Jakarta Kota panas banget. Sampe ada yg pingsan tadi.;0;0;0
02/01/2024;tia.♡;@haewookfocus;jakarta gerah banyak polusi hey, coba cari yg laen dulu aja yg udaranya seger @.sj;0;0;0
02/01/2024;athaya;@swiftkies;jakarta di matahari bagian mana alias panas banget takbir;0;0;0
02/01/2024;Seiji;@spideewman;Orang Jakarta stop berbuat dosa jir panas banget najis;0;0;0
02/01/2024;adel;@nymphdvst;Nah iyaaa jakarta panas banget, cocok banget potong rambut sebelum ke sini;0;0;0
02/01/2024;nap;@CHlGIRI;baru bisa tidur pas udah sampe jakarta HAHAH itu jam 8 kayaknya (?) kebangun jam 10an karna GERAH dna gue akhirnya memutuskan utk mandi wkwkwk lalu tidur lagi di jam set 1 siang tadi........;0;0;0
02/01/2024;FiiY;@pengabdiirene;10 hari tidur di gunung kena flu tiap malem bolak balik kamar mandi , pas balik ke jakarta anjir gerah bgt weh;0;0;0
02/01/2024;@Aventxurine;@Aventxurine;Bener lagi, Jakarta panas banget.;0;0;0
02/01/2024;Anaknya Pak Riyadi;@A_yaqin31;Gerah amet ya ini jakarta astaga;0;0;0
02/01/2024;inti kalimat;@yippiekiyayy;males bgt cuaca jakarta bikin cepet emosi soalnya GERAH;0;0;0
03/01/2024;Icaay (*´∀｀)ﾉ;@penguincentil;@TXT_members  save flight besok sayang-sayangku  Seoul mungkin lagi dingin banget, tapi Jakarta tetep panas banget. Kalian tau lah yaaa.. kan awal 2023 ke sini juga pas Seoul lagi winter   Doain aku ada rezeki buat liat kalian langsung lagi ya besok. Jaga kesetahan semuanya;0;0;0
03/01/2024;͏͏͏͏ً;@Armagednon;kenapa jakarta panas bgt gw mau pake jaket keren gw tapi GERAH BJIRLAH AP BOLEH SEGERAH INI;0;0;0
03/01/2024;close.;@ethhcore;jakarta panas banget kak;0;0;0
03/01/2024;Lani;@noelaniverse;Gak sabar liat ZB1 kena angin Jakarta yang bikin gerah itu;0;0;0
03/01/2024;Liliana, 박;@hxneylatte;Jakarta panas banget, Dhir. Ya ampun, kamu tuh ya mikirnya ckckck.;0;0;0
03/01/2024;@m2idi;@m2idi;jakarta panas banget coy buset mendung aja hawanya panas banget;0;0;0
03/01/2024;tehsan mei cb(?);@taehsanbnd;Jakarta lagi sepanas apa deh soalnya bandung udah gerah bgt;0;0;0
03/01/2024;𝐫𝐞𝐫𝐞𝐞 ۶ৎ⭑;@iam_rreyjw;JAKARTA PANAS BANGET YAA??? guaa takut all member ENHYPEN KUTANGAN;0;0;0
03/01/2024;辣辣;@sunoo2na;Bused jakarta panas banget tanpa ac Hidupku bagai dipanggangan oven;0;0;0
03/01/2024;依欢;@minnaypon;Udah kembali ke tatanan dunia ya Sydney jadi panas banget Jakarta udah hujan lagi;0;0;0
03/01/2024;⋆ 𝒇ara CLOSED;@1chaconne_;for lee heeseung, nanti kalo udah sampe jakarta....se gerah gerahnya jaakarta gua mohon JANGAN KETEKAN ya plisss, ga kuat ini mah asli;0;0;0
03/01/2024;★ bin.;@jeeongri;jebi semangat jakarta panas banget;0;0;0
04/01/2024;@SeattleRockstar;@SeattleRockstar;Gerah ya bang jakarta;1;0;1
04/01/2024;DIM;@dimmdimii;Jakarta hujan Medan gerah -_-;0;1;1
04/01/2024;⋆;@naoinyei;hawooo, kak Ilo! ngga nyangka kak Haechan TBZ  jago bahasa Spanyol. :O TMI aku apa yaa.. baru sampe Jakarta tadi, ternyata cuaca nya panas banget kaya lagi dalem oven. kakak TMI nya apa?!;0;0;0
04/01/2024;Ara;@HoJiTa97;Anak engene udah pada bilang 'jakarta so hot' 'di jakarta panas banget' taunya mereka nyampe hujan gede anjir;0;0;0
04/01/2024;anne • on drafting;@annsousiantt;ntar sampe jkt update lagi, kwan 'gajadi guys, gausah pake baju anget. jakarta panas banget udah kayak dipanggang.';0;0;0
04/01/2024;⭑;@wonyucake;soalnya Jakarta PANAS BANGET;0;0;0
04/01/2024;Riri_wit;@dt_yariiwarii;Jakarta gerah;0;0;0
04/01/2024;Aleysh.;@polarbearqz;HAHAHA, kepanasan di Jakarta. aku yg udah terbiasa aja ttp gerah apalagi mereka yg ga biasa //;0;0;0
04/01/2024;★꯭ꯥ꯬jhie;@merscei;instead of gerah gue khawatir mereka pengap  welcome to jakarta zb1;0;0;0
04/01/2024;@rckstarlee;@rckstarlee;tp ujan di jakarta ga dingin kok, kadang tetep gerah jdi berdoa sj mereka bakalan ttep kutangan wkwkwk;0;0;0
04/01/2024;원ra 𖧷;@vitcsev;Jakarta panas banget bang;0;0;0
04/01/2024;𝗸𝗵𝗮𝘆 𖹭;@kyeombakery;welcome seventeen selamat datang, untung pas sampe jakarta ga gerah gerah amat ya karena ujan, dingin malah (kata orang Indonesia);0;0;0
04/01/2024;aday;@gyutome;gemes sekaliii:(( nanti di jakarta kadang suka panas gitu kalau ujan juga dingin tapi suka hareudang tau hareudang ga kaya gerah gitu seungkwan hati hati ya i love you full;0;0;0
04/01/2024;barudakwell;@batakkribo23;Jakarta lgi ujan aja masih ttp ada gerah gerah nya yaa;0;0;0
04/01/2024;ハルト;@Watanaxe;Apa nggak gerah nanti sampe jakarta pake Coat gitu?;0;0;0
04/01/2024;vee;@tinytubatu;Sampe jakarta langsung dibuka semua pasti gerah;0;0;0
04/01/2024;kireii ᐢ..ᐢ ˚ ˖;@vynnsun;jakarta 31° panas banget woy, di dom aku aja udah panas, kasian Enha;0;0;0
04/01/2024;Dini. iconik;@dearditara;ZB1 ke Jakarta, Jakarta Hujan. Tapi tetep gerah sih.;0;0;0
04/01/2024;@maaandeeeyy;@maaandeeeyy;boo di jakarta gerah suer beneran ga boong;0;0;0
04/01/2024;★. 그냥 정원이 .ᐟ.ᐟ/ᐠ ˃ ᵕ ˂ ﾏ;@yjungwonm;kakak kan udah sering ke Jakarta? aku malah baru first time kesana  ini bener banget sih kakak. baru nyampe udah dikasih hujan  tapi udaranya masih gerah;0;0;0
04/01/2024;@atifedee;@atifedee;Ini pada nyampe jakarta disambut hujan lumayan jaketnya kepake ya walau tetep gerah;0;0;0
04/01/2024;skyy;@seayoukeen_;Dijamin ntar enha perform selesai ngeluh, 'jakarta panas banget woi' seperti yang fourth lakukan perform ketekan meski akhirnya pake baju juga;0;0;0
04/01/2024;LUCKY Fei;@EngeneFAS;Tapi cuaca jakarta mendukung sekali mereka kesini, gak panas panas banget cuuuuy gloomy gini;0;0;0
04/01/2024;atha;@markeupolo;jakarta panas banget kah woi jungwon ampe ketekan SAMLEKOMMMMMMM;0;0;0
04/01/2024;mikko kinda ia;@twominuswone;have fun seventeen!!! jakarta lg gak panas panas bgt kok (walaupun tetep gerah);0;0;0
04/01/2024;moje #ACAB;@myungfib;eh ajg itu yang live pake kutangan doang GAK USAH BANYAK GAYA DEEEHHHH mentang mentang jakarta GERAH;0;0;0
04/01/2024;nad;@toffeewuggly;gue liat anak2 txt sama sebong di airport baju pada tebel2 banget, nyampe jakarta apa gak gerah ya  tp ya mereka berangkat jam segini harusnya sampe pas malem sih;0;0;0
04/01/2024;Internationally your God . ⟡ @MustafaAli_X parody.;@NationOverGod;ᅠjakarta  panas  banget;0;0;0
04/01/2024;adita;@fairyleeseo;mungkin maksudnya gerah di jakarta;0;0;0
04/01/2024;V;@bliveyouth;Percuma hujan jg tetep gerah d jakarta;0;0;0
04/01/2024;injang;@niyuniyuniu;Anak-anak pada gerah ga ya? E tapi cuaca di Jakarta lagi panas apa ga? Di rumahku hujan soalnya;0;0;0
05/01/2024;@arkuyyy;@arkuyyy;wallah jakarta panas banget;1;0;1
05/01/2024;hauhau⁷'⁵;@hawasheree;jakarta panas banget sekarang, tubatu gmna ya;0;0;0
05/01/2024;cara mia(𝓪𝓭𝓮𝓵𝓮);@jeadoreee;Anjing jakarta panas banget tai;0;0;0
05/01/2024;𓍢ִִ໋͙֒syipaaaa𖤐;@mrsgyupin;YALLAH JAKARTA PANAS BANGET, MEREKA PDA KUTANGAN APA YA;0;0;0
05/01/2024;Jui;@konekotyunz;BEJIR Jakarta panas banget cok  semoga tubatu ga keluar jalan kaki deh;0;0;0
05/01/2024;ea;@cintadreamies;oh iya ak salah baca maksud kaka kemarin huhu maafin  kalo di ak ga kusam atau belang sih ka kalo mataharinya lagi panas banget, soalnya di jakarta juga kadang tuh panasnya bisa sampe 38° ka;0;0;0
05/01/2024;la;@felixverynoice;Huwaa thank youuuu, lino apa g gerah jaketan di jakarta;0;0;0
05/01/2024;la;@felixverynoice;Anak anak pada kaget nggak ya jakarta gerah bgt?;0;0;0
05/01/2024;marbelline;@glicowincs;asli JAKARTA PANAS BANGET;0;0;0
05/01/2024;𒈔⁵ R̲O̲S̲;@moa_luve;Igs dancer nya pada berenang semua njim. Ini idolnya pada renang semua juga jangan jangan. Kan panas banget apalagi Jakarta;0;0;0
