Tanggal Posting;Nama Tampilan;Username;Teks Tweet;Retweets;Likes;Total Interaksi
08/06/2022;GANTARI.;@narabIog;'Jakarta panas banget, deh...';1;0;1
08/06/2022;✿;@lovin9yu;liburan pokoknya gamau di jakarta, soalnya lagi banyak yg ngeselin disini + panas banget;0;0;0
08/06/2022;Sleeping Enthusiast;@tr3y_hardy;Pemain kita kek lemes bgt nendang/passing bola. Efek main di suhu panas mungkin ya. Suhunya katanya 40°. Jakarta aja rata2 32° udah gerah bgt;0;0;0
08/06/2022;Tsabitah Taqiyyah;@tsabitaqiyyah;Baru bandung jakarta aja ngape pada gerah si. Gimana ke swiss, new zealand atau ke UK. Manusia, manusia. Ada ada aja dah. Asal tau aja ya, ribet sendiri tau hidup begitu.;0;0;0
08/06/2022;nipeeehhh;@nipeeehhh;jakarta panas banget ya Allah;0;0;0
10/06/2022;依欢;@minnaypon;Kyknya beneran masuk angin mah ini. Di Jakarta cuacanya aneh gak jelas. Udah Juni tp hujan terus bbrp hari ini tapi panas banget. Gak heran byk yg tumbang. Di sekitaranku aja banyak yg sakit skrg;0;6;6
10/06/2022;@pointofowl;@pointofowl;*sedang memakai jaket* : ngapa? Dingin?  : iya : depok panas banget apa ya : asli!  : jakarta keren ya ul gedungnya tinggi-tinggi : parah parah keren banget! Salut deh  : di depok mah kaga ada kek gini : betul parah depok cant relate;1;0;1
10/06/2022;Rantemario;@ipay_80;Jakarta Malam ini panas banget sih ga seru, ga kaya kemaren maren;0;1;1
10/06/2022;Ing;@haayaugst;pake outer ini di jakarta itu gerah banget asli :);0;0;0
10/06/2022;v;@viiluvie;engga, jakarta panas banget :(;0;0;0
11/06/2022;Dustin tiffani;@DustinGeinbee;Sett Jakarta lagi gerah gerahnya ini cuaca.....;4;23;27
11/06/2022;@hillfreaks;@hillfreaks;Jakarta ujan gede emang(?) Bekasi panas banget padahal. Serius.;0;0;0
11/06/2022;Lusi;@cokolatea;Panase pol jakarta, gerah;0;0;0
12/06/2022;Aileen;@goldxnhouse;JAKARTA PANAS BANGET;0;0;0
12/06/2022;Nasution #⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢;@nasutionsajah;Jakarta adem ah, apalagi tadi hujan ughhh seger beut  abang gerah yaaa, tadi lempar lempar botol, haus kan bang pengen minta minum ??;0;0;0
12/06/2022;(Peach);@cosmoglitch;Ya Allah panas banget Jakarta;0;0;0
12/06/2022;Flying Dutchman;@febrian158;Yee gerah lagi?ga bisa jawab ,bang mandi dlu bang gua tau Jakarta panas;0;0;0
13/06/2022;jeprana;@storyyshushu;JAKARTA PANAS BANGET ADAA NOPAL AMA MADHUU;0;0;0
13/06/2022;Nasution #⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢;@nasutionsajah;Lah biasa ajah ah  Jakarta mah ga fasis ga primitif kaya kotia dusun lo, Bonek ajah ada di Jakarta biasa ajah wkwkwkw. Malahan banyak yg bilang mereka cuma nyari nafkah doang hahahahah. Jadi ngapain gerah ?;0;0;0
13/06/2022;chat whatsapp di bioo • Jakarta timur;@Mwi_indomie;Engga kakkk, tebel tp ga gerah;0;0;0
14/06/2022;Jessica Doubleyou Jay;@JessicaVVJay;Pagi ini udara Jakarta berasa kering dan panas banget. Hidung berasa mau mimisan. Habis lari, kepala migrain dan mual;0;0;0
14/06/2022;Lala~;@mrtbkmesir;“Saya pikir jakarta udah panas banget, ternyata ga sebanding sm pekanbaru ya mbak” Ucap seorang client dikantor siang tadi;0;0;0
14/06/2022;sin;@sohryu23;JAKARTA NGAPA PANAS BANGET SIH?! GUE BARU MANDI TADI JAM 9 YA KOCAK!!!!;0;0;0
15/06/2022;Denzerous ®;@denzero_us;muhun kang...cuaca panas oge meureun di jakarta jadina emosian...wkwkwkwk;0;0;0
16/06/2022;Peri Sayur;@sintasnap;Astaghfirullah ternyata jalan kaki di Jakarta ketika siang hari adalah kesalahan besar. PANAS BANGET  Panasnya tuh ampe nusuk banget menembus kulit. Tapi akhirnya nyampe tuh di PS. Kita bertiga masuk situ dulu. Tapi planga plongo doang gak ngerti orang daerah emang;0;0;0
16/06/2022;hen;@seunghoney17;-terus dia cerita kalo dia bohong ke ortunya ada tugas kuliah di jakarta dan bilang berangkat sama temen²nya padahal dia berangkat sendiri  Udah kan waktu itu kita ngobrol banyak sambil antri di pinggir pantai gerah banget coy gak ada angin, yg ada angin pantai bikin gerah-;0;0;0
17/06/2022;◦•●◉✿ 𝓛𝓮𝓷𝓲 𝓜𝓢 ✿◉●•◦;@Leni__MS;D Jakarta kdg bneran pengen kek gini, dulu awal' sring bangun jam 2-3 pagi buat mandi doank, padahal kamar pke AC Ga tau beda banget gerah nya;0;1;1
17/06/2022;Sinth;@sindhanty;Pengen nyoba tapi bakal gerah gasiii idup di Jakarta gituu;0;0;0
17/06/2022;gerdenia;@rawhazelnut;Gua juga diketawain sih wkwk . Walaupun langitnya kaya mendung gitu tapi suhu di luar ruang beneran panas banget. Ga heran kalo ngeliat macetnya Jakarta kaya gitu dari pagi.;0;0;0
18/06/2022;jana;@smarasoka;jakarta panas banget anjying mana macet setannnn pengen muntah gue pusing banget gRHHHHGH TT___TT;0;0;0
18/06/2022;M O K U ꒷꒦꒷;@mokubo1822;Jangan berharap  thailand cuaca panas macam jakarta aja dia pakai hoodie;0;0;0
18/06/2022;ram;@bakburnr;jakarta ngape nih, tumben malem ga gerah;0;0;0
19/06/2022;Dee;@aashkaarora;Tp gmn ya aku gabs tidur kalo engga AC  maafin ga maksud belaguuu soalnya kalo AC tuh adem bgt sampe ke lubuk hati yg terdalam kena semua ademnya. Lain lagi kalo wilayahnya adem tanpa AC . Jakarta gerah bosku;1;10;11
19/06/2022;PERSAMI 2029, ERVIN.;@AEGICRANIUM;Jakarta panas banget hari ini, tapi tau gak apa yang lebih panas?;0;0;0
20/06/2022;Yoga;@tadisihdisitu;CREA prnh rilis laporan soal polusi di Jakarta sumbangan tbsr dr smber emisi tak bgrak di wilayah Banten. Dan faktanya, gw krja di PLTU tsb dan hdp di lgkgan sktrnya yaa berasa gerah dan pengap sampe2 asma srg kambuhan. Polutan bgt lah Cilegon itu.;0;3;3
20/06/2022;naz;@iHAEXHN;jakarta panas banget;0;0;0
20/06/2022;han;@jjaeyunqu;Jakarta panas banget, alias bukan Jakarta yang panas tapi ati gua anjing panas ngeliat crushh potbar sm yang lain tp kaga ngajak gua potbar;0;0;0
20/06/2022;Aidel mengejar ST (Stasiun Tebet);@payungneduhhh;jakarta panas banget anj;0;0;0
21/06/2022;dik𖧵;@elzk1too2;WTA karena TXT KE JAKARTA Yang udah pernah ngonser di ICE BSD, di dalem venue gerah apa malah dingin?;0;0;0
21/06/2022;Raii;@raish4xyz_;GERAH BANGET TUMBEN JAKARTA;0;0;0
21/06/2022;Ricat;@esseberrypopz;Jakarta gerah panas wkwkw udah capek keramas sama ngeringinnya juga wkwkw but thankss;0;0;0
21/06/2022;Ricat;@esseberrypopz;Jakarta gerah wkwkw;0;0;0
21/06/2022;Ricat;@esseberrypopz;Iya gerah jakarta;0;0;0
21/06/2022;guemagini;@guamagini__;Jakarta alam ini kek panas gerah bgt:') apagw doangb;0;0;0
22/06/2022;gotcha;@redbaebaechu;*seulgi prepare ke jakarta Seulgi: pake baju apa yaa biar ga gerah (untuk airport) DIA TAU JAKARTA KEK NERAKA;1;1;2
22/06/2022;𝗝𝗮𝗸𝗮;@someonenamednde;Jakarta gerah banget;0;0;0
22/06/2022;Pisces;@orangkidul23;Gerah ya min? Ydh si sabarin aja min;0;0;0
23/06/2022;MENTION AFTER DM| Butuh joki check pricelist;@stubyorenji;hot people tuh orang jakarta dan bekasi, karena emng panas nder tempatnya gerah bet dah;0;3;3
23/06/2022;@lanspov;@lanspov;Jakarta panas banget kon;0;1;1
23/06/2022;imabear;@butterincup;Lucunya, sebelum jalan balik ke Madura, Bapak nawarin buat naik kapal feri, jadi gak lewat Suramadu. Cuma gue gak mau, karna udah gerah banget, Surabaya lebih panas rasanya dibanding Jakarta. Kalo naik kapal masih harus nunggu di dermaga, di kapalnya juga udah 30 menit sendiri.;0;0;0
23/06/2022;Raii;@raish4xyz_;INI JAKARTA 33° PANAS BANGET;0;0;0
23/06/2022;.;@daedae_hwihwi;Sudah gila padahal ketersengajaan ya, jakarta pasti gerah banget si gapapa benefit+++;0;0;0
23/06/2022;nitch.;@Bbyca70475095;gerah sih iya karna faktor cuaca di jakarta panas wk.tapi kalo untuk kekalahan kemarin malem sebenernya bagus kenapa? karna sebuah pelajaran berharga buat tim+pemain muda supaya bisa beradaptasi kalo semisal mereka masuk tim senior yang dituntut untuk menang setiap macth, CMIW;0;0;0
24/06/2022;Citymie Loveʻ𐙚;@soangemoy;Gak usah ngeledek ngapa pak niih aku yg merindu kan bs makin² merindu nyaa mentang² jakarta gerah yaaa maen buka² aja;0;5;5
24/06/2022;jira;@kwonjira98;Panas banget jakarta;0;0;0
24/06/2022;Dea;@deaamaliarp;Jakarta panas banget buset;0;0;0
24/06/2022;Littlerock;@denyarpradata;ybs pernah liburan di Bali, jadi harusnya ga kagok sama suhu panas Jakarta. karena Bali lebih panas dari Jakarta;0;0;0
25/06/2022;7th year : dev;@bunsoobeom;Setiap ada event ke Jakarta dan sekitarnya, salah satu yg paling kutakutin itu panasnya... Soalnya aku warga Bandung yg tinggal dipegunungan dan kadang merasa 25°C itu gerah;0;0;0
25/06/2022;biru;@Bbirucy;Jakarta nih panas banget kenapa ya;0;0;0
25/06/2022;ドブタ;@krnhfzh_;baru sempet balik ke rumah lagi dan kerasa banget tangsel adem jakarta PANAS BANGET;0;0;0
26/06/2022;buatapaaaa;@buatapaaaa1;itu kaum2 gerah alias yg ngebet juara bang buat panas2in supporter yg masih labil(instant), jadi kaya gampang di ikut2in. harus di hindari kaum2 gerah kaya gitu;0;1;1
26/06/2022;Asparagus;@Notinarealmode;Jakarta even subuh' tetep gerah dan sesek juga ye napas...;0;0;0
26/06/2022;dAnnvrthing;@D_Aannnn;enak adem, ga kaya jakarta gerah.;0;0;0
26/06/2022;uhum;@seacrunchs;Mingyu, jakarta juga panas lohh. Panas banget;0;0;0
26/06/2022;wsmy;@wsmy30;Mungkin gerah lah ya ngeliat Persija semakin padu diberbagai lini, jadi ada selah dikit dinyinyirin sementara di klubnya sendiri nganu;0;0;0
26/06/2022;_ala;@bxhrss;jakarta kenapa panas banget si;0;0;0
26/06/2022;nay;@poeticalflwr;Panas banget Jakarta;0;0;0
27/06/2022;Brontosaurus;@aslidarilahir;press conference ini kan diambil sehabis latihan, apalagi latihan siang/sore hari, dia juga mengomentari cuaca panas di sana, jadi wajar aja rambut acak acak an dan mukanya lusuh;0;1;1
27/06/2022;rifqi;@rifqiradityes;Jakarta panas banget anjing.;0;0;0
27/06/2022;@amyu12;@amyu12;ada benernya ada salahnya. benernya desainnya emang bagus. salahnya, jakarta utara panas banget;0;0;0
27/06/2022;𝔾ℝ𝕆𝔹𝕆𝔾𝔸ℕ𝕊 𝕃𝔸𝔻𝕊 ℂℝ𝔼𝕎;@0292crew;saya nyimak sambil senyum aja lah  ? Masa iya botak itu tanda stress ?? Pdhl bisa aja botak karena ya kalo gondrong gerah;0;0;0
28/06/2022;Erren.;@bungkusnestar;⠀ ⠀⠀⠀Gerah.  ⠀⠀⠀Padahal ini sudah malam. Namun, yang namanya kota Jakarta, memang selalu gerah. Membuat siapapun yang kegerahan ingin menceburkan diri ke air kolam. Supaya apa? Bukan, bukan basah. Supaya 'hadem'nya keluar. ⠀⠀⠀Apa tuh hadem? ⠀⠀⠀Hasrat kependem. ⠀;0;0;0
28/06/2022;anu gerah;@ngrhGST;See u di jakarta;0;0;0
28/06/2022;Rinnn.;@sschengen;Gue setiap balik motoran Jakarta-Karawang cuma mau teriak: jancok panas banget Karawang, gak pernah adem gue liat-liat.;0;0;0
28/06/2022;kev;@canduindomie;Ngehe jakarta gerah bet gerah;0;0;0
28/06/2022;Udang Keju;@amandeli0n;Tapi hari ini panas banget, ya jakarta emang panas. Tapi maksudnya hawanya lebih panas nas nas(?);0;0;0
29/06/2022;cochainexx;@cocaineecn;Gerah ya na di Jakarta;0;0;0
29/06/2022;ken;@143SINB;Bener bener Jakarta ya Allah panas banget;0;0;0
29/06/2022;Yunan MA;@yunan_1st;Fokusnya di sini.. Di Jakarta ini. Yaaa karena udh banyak yg gerah, ehehee... Yang ribut ajja ga tinggal di Jakarta toh.;0;0;0
29/06/2022;naa ⋆𐙚₊˚⊹♡;@zzaemini;pusing jaemin koloran. gerah banget apa ya jakarta;0;0;0
29/06/2022;suara rakyat;@tribungaruda12;Gue bandinginnya kaya gimana, anus kerjanya modal bacot kosong, jokowi kerjanya nyata, jadi mentri modal bacot yaa di pecatlah, buang buang duit negara aja, jadi gubernur juga berantakan, serius gue gerah di jakarta tata kota berantakan dan bikin susah rakyatnya;0;0;0
29/06/2022;Jo;@txtnyajo;ASU INI GUE DIMOBIL AJA KERINGETAN JAKARTA PANAS BANGET ASLI;0;0;0
29/06/2022;aur Internship Era;@ForeverSmmerSun;Anjing jakarta panas banget;0;0;0
29/06/2022;Gerral;@Gerrysalutyahud;Jakarta sekarang siang panas banget trs tbtb sore hujan;0;0;0
30/06/2022;diooattras;@diooattras;jakarta panas banget hari ini;0;1;1
30/06/2022;jessssss;@balconylvr;woi jakarta panas banget gila;0;0;0
30/06/2022;WANDERLUST. | 이푸스;@oompaloompuff;Panas banget Jakarta;0;0;0
30/06/2022;megu;@peachskychan;KWKWKWKKWKWKW gpp latian, kalo mereka ke jakarta udah biasa cuaca panas kwkwkw;0;0;0
30/06/2022;DK;@deviavina;Ini udah di malang aja masih merasa gerah, gmn di jakarta, mgkn bakal nyalain AC seharian :(;0;0;0
30/06/2022;rey;@njmdiva;Nana malu kah pake pendek, gegarq gerah bet jakarta jdi pake lagi pasti;0;0;0
01/07/2022;aku rapopo;@alishariescoty;panas banget jakarta;0;0;0
01/07/2022;Dhira;@mochiraichi;Gerah banget jakarta;0;0;0
01/07/2022;TheWahwoy;@wahwoy_isme;Jakarta panas banget siang ini, ternyata di situ juga.;0;0;0
02/07/2022;Shabun Kairu # hiatus selesai beneran;@ShabunKairu;Niat mau lep siang, tapi sumpah jakarta tuh panas banget. Kipas 2 juga ga ngefek. Apa perlu di pasangin kipas angin yg nyembur air itu kali ya. Btw saya ga pake ac;0;4;4
02/07/2022; กุมภาพันธ์;@februar_ry;Kaos an aja gw masih suka gerah itu yang Fashion Week Citayam apa gak gerah pake jacket baseball di ruang outdoor Jakarta;0;3;3
02/07/2022;han | @ after dm ✿;@hanssle;jakarta panas banget anjritttttt;0;0;0
02/07/2022;ロイ。♧;@lunaelus;udah berapa hari anjir jakarta panas banget gue meleleh di kamar gabisa ngapa2 in;0;0;0
02/07/2022;Mori;@Endovelicuss;Di jakarta ya motoran 10 menit doang ga pake jaket tetep gerah. Disini motoran 10 menit berasa dingin yaallah wkwkkw;0;0;0
02/07/2022;Rasigla.;@Yadmi;Jakarta panas banget ya Allah.;0;0;0
02/07/2022;fel;@rayuswan;Jakarta panas banget ya ternyata :';0;0;0
03/07/2022;• fiw • ☼;@blossomiesoo;jakarta panas banget ya Allah ya Rabb;0;0;0
03/07/2022;aw~;@cknspcy__;Jakarta panas banget.;0;0;0
03/07/2022;RAFFFFFFFFF;@RNAmaliaaa;Ini antara AC yang ga dingin atau emang cuaca di Jakarta lagi ngga bersahabat cuacanya! Semalem kebangun terus gegara gerah;0;0;0
03/07/2022;데아;@capric0rnboys;Ini jakarta malem ini emang panas banget ya???? Gils gue keringetan banget;0;0;0
03/07/2022;nic;@terangtelukbff;Jakarta panas banget tp hati gue masih mendung gara2 KimChay;0;0;0
03/07/2022;wayxz;@yourhuger;Jakarta lagi panas banget sih;0;0;0
03/07/2022;minuman;@chilovennn;jakarta paginya mendung, siangnya panas banget anjir;0;0;0
03/07/2022;Ji;@tempayaang;Jakarta tuh lagi gerah banget;0;0;0
04/07/2022;Rohmatkun;@Rohmatkun;#FionyMail i'm fine, jakarta pun juga panas banget, ditunggu foto2nya yah  sudah makan2 dulu disana, udah makan makanan khas bandung kan? Mekdi dago hahahahaha;0;78;78
04/07/2022;MamangKesbor;@whyagraa;buset panas banget jakarta hari ini,TC + pemain baru;0;2;2
04/07/2022;THE CHAMPIONS OF ENGLAND;@alissonbekcer;jakarta panas banget anjg;0;1;1
04/07/2022;Diyas Pradana;@diyasprdn;Ya Allah Jakarta panas banget. Pengen mandi air es;0;1;1
04/07/2022;Mine;@minesaurs;Soalnya gerah bangeet trs kerjaan rumah juga baru kelar, jd baru bisa mandi sekarang;0;1;1
04/07/2022;L I T!;@muddnostudent;Panas banget Jakarta. Ampe pedes mata gua;0;0;0
04/07/2022;ruby;@i4gaon;JAKARTA GERAH BANGETTT ANJUIIEUEUEUENENGGG GAKUAT;0;0;0
04/07/2022;@kuacisusu_;@kuacisusu_;Jujur ini Jakarta lagi terik dan panas banget. Gue juga ga ngerti kenapa hari ini gue memutuskan untuk pake celana pendek, sampe driver grabbikenya ngomong “ini lagi panas bangettt mba”  Gue cuma bales “iya pak…..” Sebenernya gue berasa kaya kepanggang sih :);0;0;0
04/07/2022;freaky boba milk tea;@renijayabakekok;anjing jakarta panas banget;0;0;0
04/07/2022;M;@malidalida;seminggu ga di jkt dan berhari2 kena ac, terus pas di jakarta rasanya geraaaaahh banget, panas banget hawanya ya Allah;0;0;0
04/07/2022;@sevethin;@sevethin;jakarta demi apapun panas banget sialan;0;0;0
04/07/2022;Hanna;@hannaahan;Kayak panas banget Jakarta hari ini. Itu  AC di kantor dan di rumah kayak kurang adem semua;0;0;0
04/07/2022;tha;@tha_nkmelater;Jakarta kenapa gerah banget yak akhir2 ini. Udah di ruangan ber-ac juga hawa panasnya masih berasa;0;0;0
04/07/2022;orangeprinter;@printerjingga;Ko gerah bgt yak? Oh udh smpe jakarta ternyata;0;0;0
04/07/2022;Mine;@minesaurs;Gerah bgt yaa seharian;0;0;0
04/07/2022;Mine;@minesaurs;Yayyy biar ga gerah & ga lengket pas tiduur;0;0;0
04/07/2022;빌라 JASTIP JNJM JAEHYUN ENHYPEN;@itsyourbill;Gapake selimut dingin Pake selimut gerah Itulah bandung  Labil bgt;0;0;0
04/07/2022;Mine;@minesaurs;Wkwkwk memang kita perlu mandi untuk menghilangkan segala rasa gerah di hari inii;0;0;0
04/07/2022;na;@jannabdi;Jakarta panas banget masyaAllah;0;0;0
04/07/2022;Mine;@minesaurs;Iyaaa gerah bgt soalnyaaaa;0;0;0
05/07/2022;Yura;@yurabukanyunita;Ini kenapa malem-malem jakarta gerah banget dah;0;2;2
05/07/2022;Flo_Baju Random;@Flo_BajuRandom;Bettttt....gw ngakak lagi nih  Asli yak...gw pusing liat stylenya, bagus sebenarnya tapi ini kan bukan setting di daerah dingin, jakarta lagi panas banget loh;0;1;1
05/07/2022;ً;@bopixx;Gila ini Jakarta, siangnya panas banget, sorenya langsung hujan kayak badai;0;0;0
05/07/2022;bonobono;@itspattyawn;perasaan jakarta gerah bgttt(?);0;0;0
05/07/2022;Ibunya Lord Voldemort;@MamanyaTom;Meleleh gue anjir jakarta panas banget;0;0;0
05/07/2022;marshal;@Sterlizia9;Panas banget jakarta;0;0;0
05/07/2022;edwin;@edwinetwin;Teh jakarta gerah teu?;0;0;0
05/07/2022;Dewi;@dewiS_utami;Di jakarta angin badai ko bisa disini mendung2 doang gerah bgt ga turun2 ujannya;0;0;0
05/07/2022;sya;@mhsygt;Jakarta panas banget yawla;0;0;0
05/07/2022;ballambinlove;@ballambinlove;33°C, pantas panas banget Jakarta siang ini, moga saja hujan belum habis musimnya;0;0;0
05/07/2022;Fitri Darwis;@agayugu_;ini Jakarta lagi gerah banget apa gimana? dari kemarin pengennya yg dingin dan manis mulu. bukan, bukan kamu kok;0;0;0
05/07/2022;xixi;@momogimembantet;Jakarta panas banget monyeeeetttt sekali keluar langsung puyeng;0;0;0
05/07/2022;Aditya Nugroho;@nugoadit;Hari ini ngerasa Jakarta panas banget, ternyata daerah selatan ujan parah;0;0;0
05/07/2022;mell;@xxjiikoo;Ya Allah ini jakarta kenapa panas banget ya;0;0;0
05/07/2022;twink-ie winky;@tearsonthesun;salut sama orang di cuaca yang panas gini di jakarta, tapi masih kepikiran pake sherpa jacket kaosan aja gerah banget;0;0;0
05/07/2022;bubble;@tttrryyyyy;Ini emang jakarta yang panas banget atau lion aja yang acnya ga dingin kalo belum jalan? Panas banget ceu gw pake hoodie :));0;0;0
05/07/2022;YA BIAR LU KESEL AJA;@grgeousea;Aku ga cocok tinggal di jakarta soalnya nunggu lampu merah di tugu muda semarang aja kabeh wong pingin tak pisuhi alias panas banget jancok nek awan uteke mbledos;0;0;0
05/07/2022;Maharani T. P. William;@rewiends;“Kamu tau nggak kalau hari ini Jakarta panas banget, lebih dari kemarin?”;0;0;0
06/07/2022;ժeeaa ¡!;@quinquehccn;padahal Jakarta hujan, kok PANAS banget ya?;0;0;0
06/07/2022;haesoo;@onefinedeyy;Jakarta lagi hujan tpi gue kok gerah;0;0;0
06/07/2022;anu gerah;@ngrhGST;Dan, perjalanan selanjutnya buat ketemu kamu w tulis di blog sampe terakhir itu event HS BELIEVE di Kuningan City, waktu itu udah lulus dan lagi di Jakarta. Waktu itu juga, handshake tapi w minta diem aja, cuman saling pandang doang, disitu w gesrek gakuat.  @gabyJKT48;0;0;0
06/07/2022;Vi;@fitryeong_v321;Gua: 'JAKARTA PANAS BANGET ANJIR, HARI INI'  Tmn:'panas apa anjrit, orang ujan gini' Oh, ternyata hati ku yang panas;0;0;0
06/07/2022;noyyu;@mamahaechan;jakarta panas banget assssssssuk;0;0;0
06/07/2022;Vi;@fitryeong_v321;Jakarta hari ini emg lagi gerah;0;0;0
06/07/2022;#&;@tunggulardianto;setelah dari kemarin panas banget, tiba tiba hari ini mendung gerimis, mentang mentang gua mau cabut kah @ jakarta;0;0;0
06/07/2022;cerry;@lerougecerry;awikwokkkkkk lee jeno lo ganteng banget asyuuuuu konten nct dream in jakarta beneran bikin gue gerah anjingg  jeno ganteng banget yaallah nyebut terus ini gueee :'''  FIX JENO JODOH GUE!!!;0;0;0
06/07/2022;양;@yang_syg;Wkwkwk kemaren juga wilayah jakarta panas banget Cuman semalem ujan jadi hawanya masih kebawa;0;0;0
07/07/2022;@pisapizzz;@pisapizzz;Jakarta panas banget ya;0;0;0
07/07/2022;DISCOnected;@ajengernez;Gerah amat Jakarta 2 Hari terakhir;0;0;0
07/07/2022;R.D;@sou_raven;Jakarta gerah bgt anjir;0;0;0
07/07/2022;leon.;@pinggirantempe;jakarta gerah bgt sih beda kayak jonggol.;0;0;0
08/07/2022;Golda Cappucino;@LAiceunguu;Bgst udh ketebak bgt dari sebelum baca rep ini wkwkw btw apa gak gerah itu jakarta puanas polll pake jaket begitu wkwkw ada2 aja dah;0;1;1
08/07/2022;HUB & THUG;@hvbnthvg;Jakarta panas banget padahal udah jam segini.. MAJU TERUS INDUSTRI OTOMOTIF INDONESIA!;0;1;1
08/07/2022;Idris Afendi;@afendi_idris;mungkin TD gak kuat dengan suhu panas indonesia jadi lebih seneng malam apalagi rada dingin dingin gimana gitu ..;0;1;1
08/07/2022;Tetsurō Kuroo;@tayz___;Jakarta panas banget ya TuhaaaAAAAAAANNNNN;1;0;1
08/07/2022;Aziz Baskoro (Abas);@Nuhinainuinainu;Cuaca di sini lumayan gerah. Mending di Jakarta juga, sore udah rada adem. Di sini, sore tetap gerah. Ini pun sudah tertolong banyak lahan hijau dan rindang pepohonan.;0;0;0
08/07/2022;SiBobo;@si_bobo;ngeliat kostumnya gerah bat asli dah, kayak gitu turun naek bis di halte, mana tadi siang keknya panas banget jakarta;0;0;0
08/07/2022;Saiful Azi;@bang_ips0606;Jaket tebel mau musim dingin lu di jakarta???,gerah yg ada kaya sauna;0;0;0
08/07/2022;J | Rezza;@ZaMarchisio;Di jakarta pake jaket begituan ga gerah yak?;0;0;0
08/07/2022;ken #NCTJNJM;@JaeN00Na;Yawlah jakarta panas banget;0;0;0
08/07/2022;Win Your Heart;@jmnjn2313;Kakak jakarta bagian mana? Rumah ku panas banget;0;0;0
08/07/2022;christy;@christykreme11;asli nih org keliling2 jakarta kali ya, cuma herannya dia ga gerah ya jaket setebel itu;0;0;0
08/07/2022;sugar honey ice & tea;@ifauchy;Yawla Jakarta panas banget dia kenapa kepikiran pake coat ya;0;0;0
08/07/2022;meii kopling || mt after dm¡¡;@atprodithe;jakarta banyak yang jual nasi goreng, makannya gerah;0;0;0
08/07/2022;RIA!;@riasryftr;Jakarta lagi panas2nya, apa ga gerah?;0;0;0
08/07/2022;◡̈ ina;@feliciaaaaa99;ini wibu apa gmn sih  jakarta gerah napa pake coat asu;0;0;0
08/07/2022;TheLastGoodMan;@raditormn;ko Jakarta gerah sih :(;0;0;0
08/07/2022;ㅡㅅㅡ;@smileyjung;Bajunya jangan tebel-tebel nanti disini pin, asli gerah banget Jakarta;0;0;0
08/07/2022;dhyyy;@kokojohasbik;Gws Jakarta panas banget;0;0;0
08/07/2022;Cassie PO NEWJEANS GET UP WEVERSE NCT ISTJ;@GO_CassieStore;Jakarta panas banget akhir akhir ini tapi kenapa dia pake jaket bulu sok, heran;0;0;0
09/07/2022;데 • de;@cobiebjy97;The Boyz kayaknya udah tau cuaca di jakarta lagi panas banget, makanya pada pake baju gak ada lengan, baju tipis, udah cek cuaca dulu spertinya sbelum mreka pergi;0;2;2
09/07/2022;dwynaa || handcarry bangkok - jakarta;@mw0yamwoya;betulll, gerah banget weh;0;0;0
09/07/2022;Gicchizo Pujianto is Gonna Be Alright;@azarassey;Nggak Jakarta-friendly juga ya layer2an gitu, gerah dan lepek;0;0;0
09/07/2022;san;@_d0perfectlyy;PANAS BANGET JAKARTA MALEM INI AJGGG;0;0;0
09/07/2022;Aditya P.;@isenggantinama;Jakarta panas banget bangsat;0;0;0
09/07/2022;File not Found;@PithatPabu;dia pake jaket, kenapa gw yg ngerasa gerah ya, siang di jakarta dan pake jaket;0;0;0
09/07/2022;muti.97;@sweetashoneyma;Gerah bet keknya doi ya nyampe jakarta;0;0;0
09/07/2022;ELI;@rotisokelat;IYAAA ASLI PENDEK BANGET itu impulsive decision soalnya kyk Jakarta panas banget woy;0;0;0
09/07/2022;ًayy ia;@tbzvies;si sangyeon pasti udh merasakan hawa gerah jakarta;0;0;0
09/07/2022;@sunkeids;@sunkeids;sangyeon gue tau ya kalo jakarta emg panas banget apalg jaktim tp please ganti baju lu!! bisa ga;0;0;0
10/07/2022;♡ʕ◕ᴥ◕ ʔ;@ssiyanim;chanhee: jakarta ga panas banget kok chanhee abis jalan jam sebelas siang feels like 36 derajat menurut aplikasi: BANGSAAAAT;477;1700;2177
10/07/2022;𝐦𝐚𝐫.;@allegiancerose;'nggak kok gue gak cemburu- ah anjing panas banget gila fuck jakarta' (longgarin dasi pake emosi);0;1;1
10/07/2022;cal;@calloryy;najis jakarta panas banget ajg;0;1;1
10/07/2022;le pro gamer;@shiccuku;knp jakarta panas banget;0;1;1
10/07/2022;Sunwoo.;@ksundwoo;Wkwkwkk iya, ngetweet 'jakarta panas banget' juga masih in character itungannya;0;0;0
10/07/2022;@llemonadeee_;@llemonadeee_;Kak tau gak siiih kalo Jakarta tuh panas banget  ya walaupun panasan Jungkook sih, tapi astaga panas banget kenapa ya;0;0;0
